run_id,variant,model,prompt_strategy,tier,tier_order,database,question,gold_sql,generated_sql,outcome,correct,executed,silent_failure,error_type,confidence,confidence_bucket,gold_rows,returned_rows,tokens,cost_usd,latency_ms
165,V1,Llama 3.1 8B,zero-shot,complex,3,store_product,What is the total population for all the districts that have an area larger tahn the average city area?,SELECT sum(city_population) FROM district WHERE city_area > (SELECT avg(city_area) FROM district),SELECT SUM(d.City_Population) FROM district d WHERE d.City_Area > (SELECT AVG(City_Area) FROM district),Correct,1,1,0,none,1.0,0.9 to 1.0,1,1,450,0.000024,4267
166,V2,Llama 3.1 8B,few-shot,complex,3,store_product,What is the total population for all the districts that have an area larger tahn the average city area?,SELECT sum(city_population) FROM district WHERE city_area > (SELECT avg(city_area) FROM district),SELECT SUM(d.City_Population) FROM district AS d WHERE d.City_Area > (SELECT AVG(City_Area) FROM district),Correct,1,1,0,none,0.95,0.9 to 1.0,1,1,1081,0.000055,10487
167,V3,Llama 3.1 70B,zero-shot,complex,3,store_product,What is the total population for all the districts that have an area larger tahn the average city area?,SELECT sum(city_population) FROM district WHERE city_area > (SELECT avg(city_area) FROM district),SELECT SUM(T1.City_Population) FROM district AS T1 WHERE T1.City_Area > (SELECT AVG(City_Area) FROM district),Correct,1,1,0,none,1.0,0.9 to 1.0,1,1,454,0.000277,281
168,V4,Llama 3.1 70B,few-shot,complex,3,store_product,What is the total population for all the districts that have an area larger tahn the average city area?,SELECT sum(city_population) FROM district WHERE city_area > (SELECT avg(city_area) FROM district),SELECT SUM(T1.City_Population) FROM district AS T1 WHERE T1.City_Area > (SELECT AVG(City_Area) FROM district),Correct,1,1,0,none,0.9,0.9 to 1.0,1,1,1084,0.000649,5491
169,V1,Llama 3.1 8B,zero-shot,complex,3,student_assessment,How many registed students do each course have? List course name and the number of their registered students?,"SELECT T3.course_name , count(*) FROM students AS T1 JOIN student_course_registrations AS T2 ON T1.student_id = T2.student_id JOIN courses AS T3 ON T2.course_id = T3.course_id GROUP BY T2.course_id","SELECT c.course_name, COUNT(s.student_id) AS registered_students FROM Courses c JOIN Student_Course_Registrations scr ON c.course_id = scr.course_id JOIN Students s ON scr.student_id = s.student_id GROUP BY c.course_name",Correct,1,1,0,none,1.0,0.9 to 1.0,4,4,699,0.000037,6388
170,V2,Llama 3.1 8B,few-shot,complex,3,student_assessment,How many registed students do each course have? List course name and the number of their registered students?,"SELECT T3.course_name , count(*) FROM students AS T1 JOIN student_course_registrations AS T2 ON T1.student_id = T2.student_id JOIN courses AS T3 ON T2.course_id = T3.course_id GROUP BY T2.course_id","SELECT C.course_name , COUNT(S.student_id) FROM Courses AS C JOIN Student_Course_Registrations AS S ON C.course_id = S.course_id GROUP BY C.course_id",Correct,1,1,0,none,0.95,0.9 to 1.0,4,4,1305,0.000067,13466
171,V3,Llama 3.1 70B,zero-shot,complex,3,student_assessment,How many registed students do each course have? List course name and the number of their registered students?,"SELECT T3.course_name , count(*) FROM students AS T1 JOIN student_course_registrations AS T2 ON T1.student_id = T2.student_id JOIN courses AS T3 ON T2.course_id = T3.course_id GROUP BY T2.course_id","SELECT C.course_name, COUNT(SCR.student_id) FROM Courses C JOIN Student_Course_Registrations SCR ON C.course_id = SCR.course_id GROUP BY C.course_name",Correct,1,1,0,none,1.0,0.9 to 1.0,4,4,675,0.000409,410
172,V4,Llama 3.1 70B,few-shot,complex,3,student_assessment,How many registed students do each course have? List course name and the number of their registered students?,"SELECT T3.course_name , count(*) FROM students AS T1 JOIN student_course_registrations AS T2 ON T1.student_id = T2.student_id JOIN courses AS T3 ON T2.course_id = T3.course_id GROUP BY T2.course_id","SELECT T1.course_name, COUNT(T2.student_id) FROM Courses AS T1 JOIN Student_Course_Registrations AS T2 ON T1.course_id = T2.course_id GROUP BY T1.course_name",Correct,1,1,0,none,0.9,0.9 to 1.0,4,4,1316,0.000789,6479
173,V1,Llama 3.1 8B,zero-shot,complex,3,tracking_grants_for_research,What is the total amount of grant money for research?,SELECT sum(grant_amount) FROM Grants AS T1 JOIN Organisations AS T2 ON T1.organisation_id = T2.organisation_id JOIN organisation_Types AS T3 ON T2.organisation_type = T3.organisation_type WHERE T3.organisation_type_description = 'Research',SELECT SUM(T1.grant_amount) FROM Grants AS T1 JOIN Organisations AS T2 ON T1.organisation_id = T2.organisation_id JOIN Organisation_Types AS T3 ON T2.organisation_type = T3.organisation_type WHERE T3.organisation_type_description = 'Research',Correct,1,1,0,none,1.0,0.9 to 1.0,1,1,921,0.000048,8542
174,V1,Llama 3.1 8B,zero-shot,complex,3,tracking_grants_for_research,What are the response received dates for the documents described as 'Regular' or granted with more than 100?,SELECT T1.response_received_date FROM Documents AS T1 JOIN Document_Types AS T2 ON T1.document_type_code = T2.document_type_code JOIN Grants AS T3 ON T1.grant_id = T3.grant_id WHERE T2.document_description = 'Regular' OR T3.grant_amount > 100,SELECT response_received_date FROM Documents WHERE document_type_code IN (SELECT document_type_code FROM Document_Types WHERE document_description = 'Regular') OR grant_amount > 100,Loud error,0,0,0,schema_error,1.0,0.9 to 1.0,10,,904,0.000047,9356
175,V2,Llama 3.1 8B,few-shot,complex,3,tracking_grants_for_research,What are the response received dates for the documents described as 'Regular' or granted with more than 100?,SELECT T1.response_received_date FROM Documents AS T1 JOIN Document_Types AS T2 ON T1.document_type_code = T2.document_type_code JOIN Grants AS T3 ON T1.grant_id = T3.grant_id WHERE T2.document_description = 'Regular' OR T3.grant_amount > 100,SELECT T1.response_received_date FROM Documents AS T1 JOIN Document_Types AS T2 ON T1.document_type_code = T2.document_type_code WHERE T2.document_description = 'Regular' OR T1.grant_id IN (SELECT grant_id FROM Grants WHERE grant_amount > 100),Correct,1,1,0,none,0.9,0.9 to 1.0,10,10,1558,0.000080,18772
176,V2,Llama 3.1 8B,few-shot,complex,3,tracking_grants_for_research,What is the total amount of grant money for research?,SELECT sum(grant_amount) FROM Grants AS T1 JOIN Organisations AS T2 ON T1.organisation_id = T2.organisation_id JOIN organisation_Types AS T3 ON T2.organisation_type = T3.organisation_type WHERE T3.organisation_type_description = 'Research',SELECT SUM(T2.grant_amount) FROM Grants AS T1 JOIN Organisations AS T2 ON T1.organisation_id = T2.organisation_id JOIN Projects AS T3 ON T2.organisation_id = T3.organisation_id WHERE T3.project_details LIKE '%research%',Loud error,0,0,0,schema_error,0.9,0.9 to 1.0,1,,1545,0.000079,15901
177,V3,Llama 3.1 70B,zero-shot,complex,3,tracking_grants_for_research,What are the response received dates for the documents described as 'Regular' or granted with more than 100?,SELECT T1.response_received_date FROM Documents AS T1 JOIN Document_Types AS T2 ON T1.document_type_code = T2.document_type_code JOIN Grants AS T3 ON T1.grant_id = T3.grant_id WHERE T2.document_description = 'Regular' OR T3.grant_amount > 100,SELECT T1.response_received_date FROM Documents AS T1 INNER JOIN Document_Types AS T2 ON T1.document_type_code = T2.document_type_code INNER JOIN Grants AS T3 ON T1.grant_id = T3.grant_id WHERE T2.document_description = 'Regular' OR T3.grant_amount > 100,Correct,1,1,0,none,0.9,0.9 to 1.0,10,10,939,0.000571,6142
178,V3,Llama 3.1 70B,zero-shot,complex,3,tracking_grants_for_research,What is the total amount of grant money for research?,SELECT sum(grant_amount) FROM Grants AS T1 JOIN Organisations AS T2 ON T1.organisation_id = T2.organisation_id JOIN organisation_Types AS T3 ON T2.organisation_type = T3.organisation_type WHERE T3.organisation_type_description = 'Research',SELECT SUM(grant_amount) FROM Grants WHERE grant_id IN ( SELECT grant_id FROM Documents WHERE document_type_code IN ( SELECT document_type_code FROM Document_Types WHERE document_description LIKE '%Research%' ) ),Silent failure,0,1,1,wrong_join,0.8,0.7 to 0.9,1,1,910,0.000550,542
179,V4,Llama 3.1 70B,few-shot,complex,3,tracking_grants_for_research,What are the response received dates for the documents described as 'Regular' or granted with more than 100?,SELECT T1.response_received_date FROM Documents AS T1 JOIN Document_Types AS T2 ON T1.document_type_code = T2.document_type_code JOIN Grants AS T3 ON T1.grant_id = T3.grant_id WHERE T2.document_description = 'Regular' OR T3.grant_amount > 100,SELECT T1.response_received_date FROM Documents AS T1 JOIN Document_Types AS T2 ON T1.document_type_code = T2.document_type_code JOIN Grants AS T3 ON T1.grant_id = T3.grant_id WHERE T2.document_description = 'Regular' OR T3.grant_amount > 100,Correct,1,1,0,none,0.9,0.9 to 1.0,10,10,1569,0.000943,7650
180,V4,Llama 3.1 70B,few-shot,complex,3,tracking_grants_for_research,What is the total amount of grant money for research?,SELECT sum(grant_amount) FROM Grants AS T1 JOIN Organisations AS T2 ON T1.organisation_id = T2.organisation_id JOIN organisation_Types AS T3 ON T2.organisation_type = T3.organisation_type WHERE T3.organisation_type_description = 'Research',SELECT SUM(grant_amount) FROM Grants,Silent failure,0,1,1,wrong_join,0.8,0.7 to 0.9,1,1,1497,0.000888,7416
181,V1,Llama 3.1 8B,zero-shot,complex,3,tracking_share_transactions,Show the transaction type code that occurs the fewest times.,SELECT transaction_type_code FROM TRANSACTIONS GROUP BY transaction_type_code ORDER BY COUNT(*) ASC LIMIT 1,SELECT transaction_type_code FROM Transactions GROUP BY transaction_type_code ORDER BY COUNT(transaction_type_code) ASC LIMIT 1,Correct,1,1,0,none,1.0,0.9 to 1.0,1,1,546,0.000029,489
182,V2,Llama 3.1 8B,few-shot,complex,3,tracking_share_transactions,Show the transaction type code that occurs the fewest times.,SELECT transaction_type_code FROM TRANSACTIONS GROUP BY transaction_type_code ORDER BY COUNT(*) ASC LIMIT 1,SELECT transaction_type_code FROM Transactions GROUP BY transaction_type_code ORDER BY COUNT(transaction_type_code) ASC LIMIT 1,Correct,1,1,0,none,0.95,0.9 to 1.0,1,1,1174,0.000060,12488
183,V3,Llama 3.1 70B,zero-shot,complex,3,tracking_share_transactions,Show the transaction type code that occurs the fewest times.,SELECT transaction_type_code FROM TRANSACTIONS GROUP BY transaction_type_code ORDER BY COUNT(*) ASC LIMIT 1,SELECT transaction_type_code FROM Transactions GROUP BY transaction_type_code ORDER BY COUNT(transaction_type_code) ASC LIMIT 1,Correct,1,1,0,none,1.0,0.9 to 1.0,1,1,546,0.000330,317
184,V4,Llama 3.1 70B,few-shot,complex,3,tracking_share_transactions,Show the transaction type code that occurs the fewest times.,SELECT transaction_type_code FROM TRANSACTIONS GROUP BY transaction_type_code ORDER BY COUNT(*) ASC LIMIT 1,SELECT transaction_type_code FROM Transactions GROUP BY transaction_type_code ORDER BY COUNT(transaction_type_code) ASC LIMIT 1,Correct,1,1,0,none,0.95,0.9 to 1.0,1,1,1178,0.000703,5403
185,V1,Llama 3.1 8B,zero-shot,complex,3,tracking_software_problems,What are the ids of the problems reported before the date of any problem reported by Lysanne Turcotte?,"SELECT T1.problem_id FROM problems AS T1 JOIN staff AS T2 ON T1.reported_by_staff_id = T2.staff_id WHERE date_problem_reported < ( SELECT min(date_problem_reported) FROM problems AS T3 JOIN staff AS T4 ON T3.reported_by_staff_id = T4.staff_id WHERE T4.staff_first_name = ""Lysanne"" AND T4.staff_last_name = ""Turcotte"" )",SELECT problem_id FROM Problems WHERE date_problem_reported < ( SELECT date_problem_reported FROM Problems WHERE reported_by_staff_id = ( SELECT staff_id FROM Staff WHERE staff_first_name = 'Lysanne' AND staff_last_name = 'Turcotte' ) ),Silent failure,0,1,1,wrong_join,1.0,0.9 to 1.0,6,14,670,0.000036,6322
186,V2,Llama 3.1 8B,few-shot,complex,3,tracking_software_problems,What are the ids of the problems reported before the date of any problem reported by Lysanne Turcotte?,"SELECT T1.problem_id FROM problems AS T1 JOIN staff AS T2 ON T1.reported_by_staff_id = T2.staff_id WHERE date_problem_reported < ( SELECT min(date_problem_reported) FROM problems AS T3 JOIN staff AS T4 ON T3.reported_by_staff_id = T4.staff_id WHERE T4.staff_first_name = ""Lysanne"" AND T4.staff_last_name = ""Turcotte"" )",SELECT problem_id FROM Problems WHERE date_problem_reported < ( SELECT date_problem_reported FROM Problems WHERE reported_by_staff_id = ( SELECT staff_id FROM Staff WHERE staff_first_name = 'Lysanne' AND staff_last_name = 'Turcotte' ) ),Silent failure,0,1,1,wrong_join,0.95,0.9 to 1.0,6,14,1289,0.000066,12582
187,V3,Llama 3.1 70B,zero-shot,complex,3,tracking_software_problems,What are the ids of the problems reported before the date of any problem reported by Lysanne Turcotte?,"SELECT T1.problem_id FROM problems AS T1 JOIN staff AS T2 ON T1.reported_by_staff_id = T2.staff_id WHERE date_problem_reported < ( SELECT min(date_problem_reported) FROM problems AS T3 JOIN staff AS T4 ON T3.reported_by_staff_id = T4.staff_id WHERE T4.staff_first_name = ""Lysanne"" AND T4.staff_last_name = ""Turcotte"" )",SELECT P1.problem_id FROM Problems P1 WHERE P1.date_problem_reported < (SELECT MIN(P2.date_problem_reported) FROM Problems P2 JOIN Staff S ON P2.reported_by_staff_id = S.staff_id WHERE S.staff_first_name = 'Lysanne' AND S.staff_last_name = 'Turcotte'),Correct,1,1,0,none,1.0,0.9 to 1.0,6,6,680,0.000419,2458
188,V4,Llama 3.1 70B,few-shot,complex,3,tracking_software_problems,What are the ids of the problems reported before the date of any problem reported by Lysanne Turcotte?,"SELECT T1.problem_id FROM problems AS T1 JOIN staff AS T2 ON T1.reported_by_staff_id = T2.staff_id WHERE date_problem_reported < ( SELECT min(date_problem_reported) FROM problems AS T3 JOIN staff AS T4 ON T3.reported_by_staff_id = T4.staff_id WHERE T4.staff_first_name = ""Lysanne"" AND T4.staff_last_name = ""Turcotte"" )",SELECT T1.problem_id FROM Problems AS T1 JOIN Staff AS T2 ON T1.reported_by_staff_id = T2.staff_id WHERE T2.staff_first_name = 'Lysanne' AND T2.staff_last_name = 'Turcotte' AND T1.date_problem_reported < (SELECT MIN(date_problem_reported) FROM Problems AS T3 JOIN Staff AS T4 ON T3.reported_by_staff_id = T4.staff_id WHERE T4.staff_first_name = 'Lysanne' AND T4.staff_last_name = 'Turcotte'),Silent failure,0,1,1,wrong_filter,0.8,0.7 to 0.9,6,0,1355,0.000826,6693
189,V1,Llama 3.1 8B,zero-shot,complex,3,wedding,Show the name and age for all male people who don't have a wedding.,"SELECT name , age FROM people WHERE is_male = 'T' AND people_id NOT IN (SELECT male_id FROM wedding)","SELECT p.Name, p.Age FROM people p LEFT JOIN wedding w ON p.People_ID = w.Male_ID WHERE w.Male_ID IS NULL",Silent failure,0,1,1,wrong_filter,1.0,0.9 to 1.0,2,8,354,0.000019,2498
190,V2,Llama 3.1 8B,few-shot,complex,3,wedding,Show the name and age for all male people who don't have a wedding.,"SELECT name , age FROM people WHERE is_male = 'T' AND people_id NOT IN (SELECT male_id FROM wedding)","SELECT T1.Name , T1.Age FROM people AS T1 LEFT JOIN wedding AS T2 ON T1.People_ID = T2.Male_ID WHERE T2.Male_ID IS NULL",Silent failure,0,1,1,wrong_filter,0.95,0.9 to 1.0,2,8,992,0.000051,9471
191,V3,Llama 3.1 70B,zero-shot,complex,3,wedding,Show the name and age for all male people who don't have a wedding.,"SELECT name , age FROM people WHERE is_male = 'T' AND people_id NOT IN (SELECT male_id FROM wedding)","SELECT p.Name, p.Age FROM people p WHERE p.Is_Male = 'True' AND p.People_ID NOT IN (SELECT Male_ID FROM wedding)",Silent failure,0,1,1,wrong_filter,1.0,0.9 to 1.0,2,0,354,0.000218,359
192,V4,Llama 3.1 70B,few-shot,complex,3,wedding,Show the name and age for all male people who don't have a wedding.,"SELECT name , age FROM people WHERE is_male = 'T' AND people_id NOT IN (SELECT male_id FROM wedding)","SELECT T1.Name, T1.Age FROM people AS T1 WHERE T1.Is_Male = 'True' AND T1.People_ID NOT IN (SELECT Male_ID FROM wedding)",Silent failure,0,1,1,wrong_filter,0.9,0.9 to 1.0,2,0,990,0.000594,4595
193,V1,Llama 3.1 8B,zero-shot,complex,3,world_1,What is the language that is used by the largest number of Asian nations?,"SELECT T2.Language FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code = T2.CountryCode WHERE T1.Continent = ""Asia"" GROUP BY T2.Language ORDER BY COUNT (*) DESC LIMIT 1",SELECT Language FROM countrylanguage WHERE Percentage = (SELECT MAX(Percentage) FROM countrylanguage WHERE Continent = 'Asia'),Loud error,0,0,0,schema_error,0.9,0.9 to 1.0,1,,592,0.000031,6662
194,V2,Llama 3.1 8B,few-shot,complex,3,world_1,What is the language that is used by the largest number of Asian nations?,"SELECT T2.Language FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code = T2.CountryCode WHERE T1.Continent = ""Asia"" GROUP BY T2.Language ORDER BY COUNT (*) DESC LIMIT 1",SELECT Language FROM countrylanguage WHERE Percentage = ( SELECT MAX(Percentage) FROM countrylanguage WHERE Continent = 'Asia' ),Loud error,0,0,0,schema_error,0.95,0.9 to 1.0,1,,1219,0.000062,16487
195,V3,Llama 3.1 70B,zero-shot,complex,3,world_1,What is the language that is used by the largest number of Asian nations?,"SELECT T2.Language FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code = T2.CountryCode WHERE T1.Continent = ""Asia"" GROUP BY T2.Language ORDER BY COUNT (*) DESC LIMIT 1",SELECT T2.Language FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code = T2.CountryCode WHERE T1.Continent = 'Asia' GROUP BY T2.Language ORDER BY COUNT(DISTINCT T1.Code) DESC LIMIT 1,Correct,1,1,0,none,1.0,0.9 to 1.0,1,1,623,0.000382,3581
196,V4,Llama 3.1 70B,few-shot,complex,3,world_1,What is the language that is used by the largest number of Asian nations?,"SELECT T2.Language FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code = T2.CountryCode WHERE T1.Continent = ""Asia"" GROUP BY T2.Language ORDER BY COUNT (*) DESC LIMIT 1",SELECT T2.Language FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code = T2.CountryCode WHERE T1.Continent = 'Asia' GROUP BY T2.Language ORDER BY COUNT(T1.Code) DESC LIMIT 1,Correct,1,1,0,none,0.9,0.9 to 1.0,1,1,1252,0.000753,9135
197,V1,Llama 3.1 8B,zero-shot,complex,3,wta_1,What are the country code and first name of the players who won in both tourney WTA Championships and Australian Open?,"SELECT T1.country_code , T1.first_name FROM players AS T1 JOIN matches AS T2 ON T1.player_id = T2.winner_id WHERE T2.tourney_name = 'WTA Championships' INTERSECT SELECT T1.country_code , T1.first_name FROM players AS T1 JOIN matches AS T2 ON T1.player_id = T2.winner_id WHERE T2.tourney_name = 'Australian Open'","SELECT p.country_code, p.first_name FROM players p JOIN matches m ON p.player_id = m.loser_id OR p.player_id = m.winner_id WHERE m.tourney_name IN ('WTA Championships', 'Australian Open') GROUP BY p.player_id HAVING COUNT(CASE WHEN m.tourney_name = 'WTA Championships' THEN 1 END) > 0 AND COUNT(CASE WHEN m.tourney_name = 'Australian Open' THEN 1 END) > 0",Silent failure,0,1,1,wrong_join,0.9,0.9 to 1.0,2,4,603,0.000034,5602
